Graph;Is Planar?
grafo210.10.gml;true
grafo2100.29.gml;false
grafo2101.17.gml;true
grafo2102.34.gml;true
grafo2103.66.gml;false
grafo2104.36.gml;false
grafo2105.10.gml;true
grafo2106.17.gml;true
grafo2107.31.gml;true
grafo2108.26.gml;false
grafo2109.11.gml;false
grafo211.14.gml;true
grafo2110.11.gml;true
grafo2111.10.gml;true
grafo2112.28.gml;true
grafo2113.19.gml;true
grafo2114.21.gml;true
grafo2115.12.gml;true
grafo2116.32.gml;false
grafo2117.18.gml;true
grafo2118.15.gml;true
grafo2119.21.gml;false
grafo212.14.gml;true
grafo2120.13.gml;false
grafo2121.13.gml;true
grafo2122.20.gml;true
grafo2123.26.gml;true
grafo2124.49.gml;false
grafo2125.16.gml;true
grafo2126.11.gml;true
grafo2127.18.gml;true
grafo2128.19.gml;true
grafo2129.11.gml;true
grafo213.18.gml;true
grafo2130.31.gml;true
grafo2131.19.gml;true
grafo2132.37.gml;true
grafo2133.22.gml;true
grafo2134.24.gml;true
grafo2135.19.gml;true
grafo2136.11.gml;false
grafo2137.22.gml;true
grafo2138.17.gml;true
grafo2139.11.gml;true
grafo214.22.gml;true
grafo2140.25.gml;true
grafo2141.55.gml;false
grafo2142.16.gml;true
grafo2143.19.gml;false
grafo2144.12.gml;true
grafo2145.29.gml;true
grafo2146.17.gml;true
grafo2147.17.gml;true
grafo2148.39.gml;true
grafo2149.24.gml;true
grafo215.20.gml;true
grafo2150.16.gml;true
grafo2151.20.gml;true
grafo2152.21.gml;true
grafo2153.19.gml;true
grafo2154.14.gml;true
grafo2155.33.gml;false
grafo2156.33.gml;true
grafo2157.15.gml;true
grafo2158.14.gml;true
grafo2159.17.gml;true
grafo216.18.gml;true
grafo2160.15.gml;true
grafo2161.29.gml;true
grafo2162.21.gml;true
grafo2163.24.gml;true
grafo2164.16.gml;true
grafo2165.22.gml;true
grafo2166.20.gml;false
grafo2167.38.gml;true
grafo2168.16.gml;true
grafo2169.15.gml;false
grafo217.14.gml;true
grafo2170.13.gml;true
grafo2171.19.gml;true
grafo2172.31.gml;true
grafo2173.21.gml;true
grafo2174.17.gml;true
grafo2175.25.gml;true
grafo2176.21.gml;true
grafo2177.17.gml;true
grafo2178.22.gml;true
grafo2179.14.gml;true
grafo218.17.gml;true
grafo2180.27.gml;true
grafo2181.41.gml;true
grafo2182.38.gml;false
grafo2183.16.gml;true
grafo2184.18.gml;true
grafo2185.24.gml;true
grafo2186.18.gml;true
grafo2187.19.gml;true
grafo2188.28.gml;true
grafo2189.14.gml;true
grafo219.11.gml;true
grafo2190.36.gml;true
grafo2191.16.gml;true
grafo2192.16.gml;true
grafo2193.22.gml;true
grafo2194.48.gml;true
grafo2195.35.gml;false
grafo2196.16.gml;true
grafo2197.13.gml;true
grafo2198.16.gml;true
grafo2199.44.gml;false
grafo220.13.gml;true
grafo2200.23.gml;true
grafo2201.25.gml;true
grafo2202.20.gml;true
grafo2203.33.gml;false
grafo2204.13.gml;true
grafo2205.38.gml;false
grafo2206.19.gml;true
grafo2207.36.gml;false
grafo2208.21.gml;true
grafo2209.20.gml;false
grafo221.15.gml;true
grafo2210.28.gml;true
grafo2211.16.gml;false
grafo2212.36.gml;true
grafo2213.20.gml;true
grafo2214.19.gml;true
grafo2215.36.gml;true
grafo2216.15.gml;true
grafo2217.23.gml;true
grafo2218.13.gml;true
grafo2219.15.gml;true
grafo222.11.gml;true
grafo2220.17.gml;true
grafo2221.13.gml;true
grafo2222.17.gml;true
grafo2223.38.gml;false
grafo2224.37.gml;false
grafo2225.15.gml;true
grafo2226.39.gml;false
grafo2227.17.gml;true
grafo2228.14.gml;true
grafo2229.25.gml;false
grafo223.12.gml;true
grafo2230.39.gml;false
grafo2231.16.gml;true
grafo2232.15.gml;true
grafo2233.15.gml;true
grafo2234.14.gml;true
grafo2235.41.gml;false
grafo2236.16.gml;true
grafo2237.27.gml;true
grafo2238.33.gml;true
grafo2239.17.gml;true
grafo224.17.gml;true
grafo2240.12.gml;true
grafo2241.16.gml;true
grafo2242.25.gml;true
grafo2243.46.gml;false
grafo2244.18.gml;true
grafo2245.17.gml;true
grafo2246.20.gml;false
grafo2247.18.gml;true
grafo2248.22.gml;false
grafo2249.40.gml;false
grafo225.12.gml;true
grafo2250.48.gml;true
grafo2251.48.gml;true
grafo2252.15.gml;true
grafo2253.18.gml;true
grafo2254.48.gml;false
grafo2255.39.gml;true
grafo2256.23.gml;true
grafo2257.14.gml;true
grafo2258.47.gml;false
grafo2259.14.gml;true
grafo226.14.gml;true
grafo2260.14.gml;true
grafo2261.12.gml;true
grafo2262.31.gml;true
grafo2263.22.gml;true
grafo2264.15.gml;true
grafo2265.12.gml;true
grafo2266.15.gml;true
grafo2267.36.gml;false
grafo2268.20.gml;true
grafo2269.23.gml;true
grafo227.39.gml;true
grafo2270.32.gml;true
grafo2271.71.gml;false
grafo2272.20.gml;true
grafo2273.40.gml;false
grafo2274.35.gml;true
grafo2275.27.gml;true
grafo2276.16.gml;true
grafo2277.18.gml;true
grafo2278.39.gml;true
grafo2279.16.gml;true
grafo228.19.gml;true
grafo2280.15.gml;true
grafo2281.16.gml;true
grafo2282.20.gml;true
grafo2283.13.gml;true
grafo2284.20.gml;false
grafo2285.38.gml;false
grafo2286.15.gml;true
grafo2287.13.gml;true
grafo2288.16.gml;true
grafo2289.18.gml;true
grafo229.13.gml;true
grafo2290.19.gml;true
grafo2291.14.gml;true
grafo2292.14.gml;true
grafo2293.13.gml;true
grafo2294.16.gml;true
grafo2295.22.gml;true
grafo2296.15.gml;true
grafo2297.17.gml;true
grafo2298.13.gml;true
grafo2299.35.gml;true
grafo230.14.gml;true
grafo2300.17.gml;true
grafo2301.25.gml;false
grafo2302.16.gml;false
grafo2303.13.gml;true
grafo2304.38.gml;false
grafo2305.21.gml;true
grafo2306.13.gml;true
grafo2307.18.gml;true
grafo2308.19.gml;true
grafo2309.34.gml;false
grafo231.12.gml;true
grafo2310.39.gml;false
grafo2311.15.gml;true
grafo2312.11.gml;true
grafo2313.13.gml;true
grafo2314.27.gml;true
grafo2315.23.gml;true
grafo2316.40.gml;false
grafo2317.20.gml;true
grafo2318.15.gml;true
grafo2319.14.gml;true
grafo232.16.gml;true
grafo2320.23.gml;true
grafo2321.38.gml;false
grafo2322.42.gml;false
grafo2323.25.gml;false
grafo2324.17.gml;true
grafo2325.13.gml;true
grafo2326.16.gml;true
grafo2327.15.gml;true
grafo2328.28.gml;true
grafo2329.21.gml;true
grafo233.11.gml;true
grafo2330.24.gml;true
grafo2331.15.gml;true
grafo2332.19.gml;true
grafo2333.13.gml;true
grafo2334.16.gml;true
grafo2335.12.gml;true
grafo2336.17.gml;true
grafo2337.27.gml;false
grafo2338.14.gml;true
grafo2339.14.gml;true
grafo234.12.gml;true
grafo2340.13.gml;true
grafo2341.24.gml;true
grafo2342.18.gml;true
grafo2343.12.gml;true
grafo2344.12.gml;true
grafo2345.17.gml;true
grafo2346.30.gml;true
grafo2347.20.gml;true
grafo2348.37.gml;false
grafo2349.16.gml;true
grafo235.13.gml;true
grafo2350.11.gml;true
grafo2351.20.gml;false
grafo2352.15.gml;true
grafo2353.28.gml;true
grafo2354.13.gml;true
grafo2355.16.gml;true
grafo2356.21.gml;true
grafo2357.23.gml;true
grafo2358.34.gml;false
grafo2359.12.gml;true
grafo236.15.gml;true
grafo2360.17.gml;true
grafo2361.21.gml;true
grafo2362.36.gml;false
grafo2363.34.gml;true
grafo2364.23.gml;true
grafo2365.30.gml;true
grafo2366.16.gml;true
grafo2367.12.gml;true
grafo2368.14.gml;true
grafo2369.43.gml;true
grafo237.16.gml;true
grafo2370.22.gml;true
grafo2371.19.gml;true
grafo2372.16.gml;true
grafo2373.16.gml;true
grafo2374.37.gml;true
grafo2375.19.gml;false
grafo2376.16.gml;true
grafo2377.15.gml;true
grafo2378.21.gml;false
grafo2379.35.gml;false
grafo238.10.gml;true
grafo2380.12.gml;true
grafo2381.40.gml;true
grafo2382.20.gml;true
grafo2383.18.gml;true
grafo2384.11.gml;true
grafo2385.13.gml;true
grafo2386.28.gml;true
grafo2387.29.gml;true
grafo2388.28.gml;true
grafo2389.39.gml;false
grafo239.15.gml;true
grafo2390.19.gml;true
grafo2391.38.gml;true
grafo2392.14.gml;true
grafo2393.14.gml;true
grafo2394.31.gml;true
grafo2395.28.gml;false
grafo2396.20.gml;true
grafo2397.33.gml;true
grafo2398.37.gml;false
grafo2399.26.gml;true
grafo240.11.gml;true
grafo2400.26.gml;false
grafo2401.17.gml;false
grafo2402.36.gml;true
grafo2403.15.gml;true
grafo2404.23.gml;true
grafo2405.36.gml;false
grafo2406.23.gml;true
grafo2407.33.gml;true
grafo2408.18.gml;false
grafo2409.15.gml;true
grafo241.16.gml;true
grafo2410.22.gml;true
grafo2411.56.gml;false
grafo2412.50.gml;false
grafo2413.16.gml;true
grafo2414.15.gml;true
grafo2415.13.gml;true
grafo2416.21.gml;true
grafo2417.14.gml;true
grafo2418.17.gml;true
grafo2419.14.gml;true
grafo242.14.gml;true
grafo2420.16.gml;true
grafo2421.17.gml;true
grafo2422.20.gml;true
grafo2423.21.gml;true
grafo2424.35.gml;true
grafo2425.19.gml;true
grafo2426.12.gml;true
grafo2427.19.gml;true
grafo2428.19.gml;true
grafo2429.27.gml;false
grafo243.28.gml;true
grafo2430.14.gml;true
grafo2431.86.gml;false
grafo2432.15.gml;true
grafo2433.11.gml;true
grafo2434.21.gml;true
grafo2435.18.gml;true
grafo2436.28.gml;true
grafo2437.25.gml;true
grafo2438.18.gml;true
grafo2439.12.gml;true
grafo244.20.gml;true
grafo2440.16.gml;true
grafo2441.16.gml;true
grafo2442.14.gml;true
grafo2443.22.gml;false
grafo2444.29.gml;true
grafo2445.26.gml;true
grafo2446.46.gml;false
grafo2447.39.gml;false
grafo2448.15.gml;true
grafo2449.19.gml;false
grafo245.21.gml;true
grafo2450.14.gml;true
grafo2451.17.gml;true
grafo2452.25.gml;true
grafo2453.22.gml;false
grafo2454.34.gml;true
grafo2455.40.gml;false
grafo2456.22.gml;true
grafo2457.37.gml;false
grafo2458.12.gml;true
grafo2459.15.gml;true
grafo246.11.gml;true
grafo2460.14.gml;true
grafo2461.18.gml;true
grafo2462.31.gml;false
grafo2463.32.gml;true
grafo2464.34.gml;true
grafo2465.36.gml;false
grafo2466.14.gml;true
grafo2467.16.gml;true
grafo2468.15.gml;true
grafo2469.23.gml;false
grafo247.15.gml;true
grafo2470.16.gml;true
grafo2471.14.gml;true
grafo2472.47.gml;false
grafo2473.22.gml;true
grafo2474.22.gml;true
grafo2475.34.gml;false
grafo2476.86.gml;false
grafo2477.47.gml;false
grafo2478.47.gml;false
grafo2479.34.gml;true
grafo248.27.gml;true
grafo2480.18.gml;true
grafo2481.15.gml;true
grafo2482.15.gml;true
grafo2483.25.gml;false
grafo2484.17.gml;true
grafo2485.13.gml;true
grafo2486.15.gml;true
grafo2487.15.gml;true
grafo2488.13.gml;true
grafo2489.19.gml;true
grafo249.22.gml;false
grafo2490.22.gml;false
grafo2491.18.gml;true
grafo2492.34.gml;true
grafo2493.16.gml;true
grafo2494.17.gml;true
grafo2495.16.gml;false
grafo2496.49.gml;false
grafo2497.49.gml;false
grafo2498.27.gml;true
grafo2499.23.gml;true
grafo250.13.gml;true
grafo2500.12.gml;true
grafo2501.19.gml;true
grafo2502.15.gml;false
grafo2503.40.gml;false
grafo2504.36.gml;false
grafo2505.13.gml;true
grafo2506.43.gml;false
grafo2507.17.gml;false
grafo2508.24.gml;true
grafo2509.37.gml;false
grafo251.20.gml;true
grafo2510.48.gml;false
grafo2511.10.gml;true
grafo2512.12.gml;true
grafo2513.24.gml;true
grafo2514.15.gml;true
grafo2515.12.gml;true
grafo2516.21.gml;true
grafo2517.24.gml;true
grafo2518.13.gml;true
grafo2519.37.gml;true
grafo252.12.gml;true
grafo2520.17.gml;false
grafo2521.37.gml;true
grafo2522.28.gml;true
grafo2523.40.gml;false
grafo2524.22.gml;true
grafo2525.16.gml;true
grafo2526.13.gml;true
grafo2527.14.gml;true
grafo2528.37.gml;false
grafo2529.40.gml;true
grafo253.15.gml;true
grafo2530.38.gml;false
grafo2531.41.gml;false
grafo2532.14.gml;true
grafo2533.18.gml;true
grafo2534.22.gml;true
grafo2535.48.gml;false
grafo2536.25.gml;true
grafo2537.16.gml;true
grafo2538.10.gml;true
grafo2539.32.gml;false
grafo254.10.gml;true
grafo2540.22.gml;true
grafo2541.14.gml;true
grafo2542.16.gml;true
grafo2543.38.gml;true
grafo2544.28.gml;true
grafo2545.20.gml;true
grafo2546.19.gml;true
grafo2547.17.gml;true
grafo2548.38.gml;false
grafo2549.16.gml;true
grafo255.14.gml;true
grafo2550.26.gml;true
grafo2551.23.gml;true
grafo2552.22.gml;true
grafo2553.18.gml;true
grafo2554.20.gml;true
grafo2555.14.gml;true
grafo2556.18.gml;true
grafo2557.37.gml;true
grafo2558.34.gml;false
grafo2559.13.gml;true
grafo256.12.gml;true
grafo2560.15.gml;true
grafo2561.14.gml;true
grafo2562.19.gml;false
grafo2563.14.gml;true
grafo2564.20.gml;true
grafo2565.17.gml;true
grafo2566.40.gml;false
grafo2567.13.gml;true
grafo2568.15.gml;true
grafo2569.14.gml;true
grafo257.10.gml;true
grafo2570.15.gml;true
grafo2571.21.gml;true
grafo2572.28.gml;true
grafo2573.35.gml;false
grafo2574.15.gml;true
grafo2575.13.gml;true
grafo2576.18.gml;true
grafo2577.17.gml;true
grafo2578.34.gml;true
grafo2579.11.gml;true
grafo258.13.gml;true
grafo2580.15.gml;true
grafo2581.45.gml;false
grafo2582.27.gml;true
grafo2583.16.gml;true
grafo2584.16.gml;false
grafo2585.16.gml;true
grafo2586.15.gml;true
grafo2587.24.gml;true
grafo2588.24.gml;true
grafo2589.26.gml;false
grafo259.12.gml;true
grafo2590.14.gml;true
grafo2591.15.gml;true
grafo2592.12.gml;true
grafo2593.40.gml;false
grafo2594.17.gml;true
grafo2595.13.gml;true
grafo2596.25.gml;true
grafo2597.15.gml;true
grafo2598.21.gml;false
grafo2599.13.gml;true
grafo260.14.gml;true
grafo2600.38.gml;true
grafo2601.17.gml;false
grafo2602.38.gml;false
grafo2603.22.gml;true
grafo2604.18.gml;true
grafo2605.32.gml;false
grafo2606.26.gml;true
grafo2607.12.gml;true
grafo2608.18.gml;true
grafo2609.15.gml;true
grafo261.14.gml;true
grafo2610.17.gml;true
grafo2611.20.gml;true
grafo2612.37.gml;false
grafo2613.15.gml;true
grafo2614.16.gml;true
grafo2615.17.gml;true
grafo2616.25.gml;true
grafo2617.46.gml;false
grafo2618.21.gml;true
grafo2619.15.gml;true
grafo262.11.gml;true
grafo2620.13.gml;true
grafo2621.14.gml;true
grafo2622.38.gml;false
grafo2623.41.gml;false
grafo2624.22.gml;true
grafo2625.14.gml;true
grafo2626.15.gml;true
grafo2627.40.gml;false
grafo2628.10.gml;true
grafo2629.30.gml;true
grafo263.11.gml;true
grafo2630.22.gml;true
grafo2631.34.gml;false
grafo2632.19.gml;true
grafo2633.17.gml;true
grafo2634.14.gml;true
grafo2635.44.gml;true
grafo2636.16.gml;true
grafo2637.21.gml;true
grafo2638.34.gml;true
grafo2639.29.gml;false
grafo264.17.gml;true
grafo2640.19.gml;false
grafo2641.17.gml;true
grafo2642.13.gml;true
grafo2643.19.gml;true
grafo2644.17.gml;true
grafo2645.13.gml;true
grafo2646.16.gml;false
grafo2647.17.gml;true
grafo2648.27.gml;true
grafo2649.22.gml;true
grafo265.10.gml;true
grafo2650.30.gml;true
grafo2651.12.gml;true
grafo2652.16.gml;true
grafo2653.14.gml;true
grafo2654.33.gml;false
grafo2655.18.gml;true
grafo2656.49.gml;false
grafo2657.49.gml;false
grafo2658.18.gml;true
grafo2659.13.gml;true
grafo266.13.gml;true
grafo2660.22.gml;true
grafo2661.22.gml;false
grafo2662.19.gml;true
grafo2663.12.gml;true
grafo2664.21.gml;true
grafo2665.12.gml;true
grafo2666.61.gml;false
grafo2667.22.gml;true
grafo2668.12.gml;true
grafo2669.13.gml;true
grafo267.11.gml;true
grafo2670.20.gml;false
grafo2671.24.gml;true
grafo2672.34.gml;true
grafo2673.11.gml;true
grafo2674.18.gml;false
grafo2675.12.gml;true
grafo2676.22.gml;true
grafo2677.21.gml;true
grafo2678.37.gml;true
grafo2679.17.gml;true
grafo268.15.gml;true
grafo2680.17.gml;true
grafo2681.15.gml;true
grafo2682.17.gml;true
grafo2683.13.gml;true
grafo2684.33.gml;true
grafo2685.44.gml;true
grafo2686.44.gml;true
grafo2687.33.gml;false
grafo2688.17.gml;false
grafo2689.21.gml;true
grafo269.12.gml;true
grafo2690.41.gml;false
grafo2691.23.gml;true
grafo2692.85.gml;false
grafo2693.13.gml;true
grafo2694.65.gml;false
grafo2695.43.gml;true
grafo2696.26.gml;true
grafo2697.16.gml;true
grafo2698.16.gml;true
grafo2699.30.gml;true
grafo270.20.gml;true
grafo2700.25.gml;true
grafo2701.20.gml;true
grafo2702.24.gml;false
grafo2703.36.gml;true
grafo2704.25.gml;true
grafo2705.15.gml;true
grafo2706.13.gml;true
grafo2707.12.gml;true
grafo2708.39.gml;false
grafo2709.15.gml;true
grafo271.53.gml;false
grafo2710.41.gml;true
grafo2711.68.gml;false
grafo2712.23.gml;true
grafo2713.37.gml;false
grafo2714.11.gml;true
grafo2715.18.gml;true
grafo2716.14.gml;true
grafo2717.17.gml;true
grafo2718.20.gml;false
grafo2719.21.gml;true
grafo272.14.gml;true
grafo2720.14.gml;true
grafo2721.27.gml;true
grafo2722.24.gml;true
grafo2723.18.gml;false
grafo2724.23.gml;true
grafo2725.38.gml;false
grafo2726.38.gml;false
grafo2727.33.gml;true
grafo2728.16.gml;true
grafo2729.40.gml;false
grafo273.11.gml;true
grafo2730.15.gml;true
grafo2731.18.gml;true
grafo2732.37.gml;false
grafo2733.14.gml;true
grafo2734.25.gml;true
grafo2735.36.gml;true
grafo2736.16.gml;true
grafo2737.41.gml;false
grafo2738.14.gml;true
grafo2739.23.gml;true
grafo274.17.gml;true
grafo2740.15.gml;true
grafo2741.29.gml;false
grafo2742.39.gml;false
grafo2743.39.gml;false
grafo2744.18.gml;true
grafo2745.17.gml;true
grafo2746.38.gml;true
grafo2747.16.gml;true
grafo2748.22.gml;true
grafo2749.33.gml;false
grafo275.16.gml;true
grafo2750.17.gml;true
grafo2751.16.gml;true
grafo2752.15.gml;false
grafo2753.18.gml;true
grafo2754.16.gml;true
grafo2755.25.gml;true
grafo2756.21.gml;true
grafo2757.38.gml;false
grafo2758.17.gml;true
grafo2759.16.gml;true
grafo276.17.gml;true
grafo2760.32.gml;true
grafo2761.37.gml;true
grafo2762.76.gml;false
grafo2763.20.gml;true
grafo2764.16.gml;false
grafo2765.18.gml;true
grafo2766.26.gml;true
grafo2767.20.gml;true
grafo2768.18.gml;true
grafo2769.23.gml;true
grafo277.13.gml;true
grafo2770.24.gml;true
grafo2771.33.gml;true
grafo2772.14.gml;true
grafo2773.14.gml;true
grafo2774.26.gml;true
grafo2775.25.gml;true
grafo2776.20.gml;false
grafo2777.37.gml;false
grafo2778.80.gml;false
grafo2779.27.gml;true
grafo278.12.gml;true
grafo2780.17.gml;true
grafo2781.41.gml;false
grafo2782.17.gml;true
grafo2783.15.gml;true
grafo2784.16.gml;true
grafo2785.14.gml;true
grafo2786.37.gml;false
grafo2787.24.gml;false
grafo2788.49.gml;true
grafo2789.23.gml;true
grafo279.16.gml;true
grafo2790.16.gml;true
grafo2791.15.gml;true
grafo2792.11.gml;true
grafo2793.21.gml;true
grafo2794.53.gml;false
grafo2795.25.gml;true
grafo2796.19.gml;true
grafo2797.15.gml;true
grafo2798.16.gml;true
grafo2799.16.gml;true
grafo280.11.gml;true
grafo2800.24.gml;true
grafo2801.22.gml;true
grafo2802.17.gml;true
grafo2803.14.gml;true
grafo2804.19.gml;true
grafo2805.18.gml;false
grafo2806.15.gml;true
grafo2807.22.gml;true
grafo2808.37.gml;true
grafo2809.11.gml;true
grafo281.14.gml;true
grafo2810.12.gml;true
grafo2811.29.gml;false
grafo2812.11.gml;true
grafo2813.25.gml;true
grafo2814.21.gml;true
grafo2815.35.gml;false
grafo2816.18.gml;true
grafo2817.15.gml;true
grafo2818.18.gml;true
grafo2819.22.gml;true
grafo282.14.gml;true
grafo2820.14.gml;true
grafo2821.22.gml;false
grafo2822.36.gml;true
grafo2823.17.gml;true
grafo2824.12.gml;true
grafo2825.18.gml;true
grafo2826.37.gml;false
grafo2827.37.gml;false
grafo2828.33.gml;false
grafo2829.17.gml;true
grafo283.24.gml;true
grafo2830.14.gml;true
grafo2831.21.gml;false
grafo2832.13.gml;true
grafo2833.21.gml;true
grafo2834.24.gml;true
grafo2835.17.gml;true
grafo2836.39.gml;true
grafo2837.25.gml;true
grafo2838.36.gml;true
grafo2839.37.gml;false
grafo284.28.gml;false
grafo2840.27.gml;false
grafo2841.17.gml;true
grafo2842.13.gml;true
grafo2843.43.gml;false
grafo2844.19.gml;false
grafo2845.14.gml;true
grafo2846.21.gml;true
grafo2847.18.gml;true
grafo2848.40.gml;false
grafo2849.17.gml;true
grafo285.14.gml;true
grafo2850.14.gml;true
grafo2851.40.gml;false
grafo2852.16.gml;true
grafo2853.23.gml;false
grafo2854.23.gml;true
grafo2855.12.gml;true
grafo2856.16.gml;true
grafo2857.27.gml;true
grafo2858.19.gml;true
grafo2859.37.gml;true
grafo286.18.gml;true
grafo2860.18.gml;true
grafo2861.16.gml;true
grafo2862.17.gml;true
grafo2863.40.gml;true
grafo2864.39.gml;false
grafo2865.36.gml;false
grafo2866.17.gml;true
grafo2867.12.gml;true
grafo2868.17.gml;false
grafo2869.37.gml;true
grafo287.19.gml;true
grafo2870.14.gml;true
grafo2871.17.gml;true
grafo2872.13.gml;true
grafo2873.21.gml;true
grafo2874.50.gml;true
grafo2875.22.gml;true
grafo2876.27.gml;true
grafo2877.36.gml;false
grafo2878.19.gml;false
grafo2879.27.gml;true
grafo288.15.gml;true
grafo2880.16.gml;true
grafo2881.65.gml;false
grafo2882.17.gml;true
grafo2883.15.gml;true
grafo2884.18.gml;false
grafo2885.16.gml;true
grafo2886.21.gml;true
grafo2887.15.gml;true
grafo2888.27.gml;true
grafo2889.18.gml;true
grafo289.40.gml;true
grafo2890.12.gml;true
grafo2891.17.gml;true
grafo2892.41.gml;true
grafo2893.16.gml;true
grafo2894.13.gml;true
grafo2895.15.gml;true
grafo2896.10.gml;true
grafo2897.29.gml;true
grafo2898.14.gml;true
grafo2899.34.gml;true
grafo290.18.gml;true
grafo2900.14.gml;true
grafo2901.13.gml;true
grafo2902.17.gml;false
grafo2903.15.gml;true
grafo2904.37.gml;false
grafo2905.47.gml;true
grafo2906.21.gml;true
grafo2907.18.gml;true
grafo2908.13.gml;true
grafo2909.28.gml;true
grafo291.20.gml;true
grafo2910.14.gml;true
grafo2911.15.gml;true
grafo2912.21.gml;true
grafo2913.40.gml;false
grafo2914.63.gml;false
grafo2915.27.gml;false
grafo2916.16.gml;true
grafo2917.14.gml;true
grafo2918.16.gml;true
grafo2919.14.gml;true
grafo292.16.gml;true
grafo2920.22.gml;false
grafo2921.15.gml;true
grafo2922.20.gml;true
grafo2923.24.gml;true
grafo2924.17.gml;true
grafo2925.36.gml;true
grafo2926.14.gml;true
grafo2927.13.gml;true
grafo2928.15.gml;true
grafo2929.23.gml;true
grafo293.17.gml;true
grafo2930.35.gml;true
grafo2931.11.gml;true
grafo2932.40.gml;false
grafo2933.16.gml;true
grafo2934.19.gml;true
grafo2935.11.gml;true
grafo2936.12.gml;true
grafo2937.25.gml;true
grafo2938.12.gml;true
grafo2939.19.gml;false
grafo294.21.gml;true
grafo2940.19.gml;true
grafo2941.38.gml;false
grafo2942.31.gml;true
grafo2943.21.gml;true
grafo2944.12.gml;true
grafo2945.24.gml;true
grafo2946.11.gml;true
grafo2947.37.gml;true
grafo2948.25.gml;true
grafo2949.12.gml;true
grafo295.15.gml;false
grafo2950.27.gml;false
grafo2951.19.gml;true
grafo2952.38.gml;true
grafo2953.11.gml;true
grafo2954.37.gml;false
grafo2955.38.gml;false
grafo2956.37.gml;true
grafo2957.37.gml;false
grafo2958.27.gml;true
grafo2959.38.gml;false
grafo296.28.gml;true
grafo2960.38.gml;false
grafo2961.26.gml;true
grafo2962.33.gml;true
grafo2963.40.gml;false
grafo2964.11.gml;true
grafo2965.22.gml;true
grafo2966.23.gml;true
grafo2967.47.gml;false
grafo2968.32.gml;false
grafo2969.39.gml;false
grafo297.15.gml;true
grafo2970.38.gml;false
grafo2971.11.gml;true
grafo2972.25.gml;true
grafo2973.37.gml;false
grafo2974.36.gml;false
grafo2975.40.gml;true
grafo2976.18.gml;true
grafo2977.25.gml;true
grafo2978.86.gml;false
grafo2979.11.gml;true
grafo298.20.gml;true
grafo2980.23.gml;false
grafo2981.26.gml;false
grafo2982.39.gml;false
grafo2983.25.gml;true
grafo2984.37.gml;false
grafo2985.43.gml;false
grafo2986.38.gml;false
grafo2987.17.gml;true
grafo2988.25.gml;true
grafo2989.20.gml;true
grafo299.19.gml;true
grafo2990.35.gml;false
grafo2991.32.gml;true
grafo2992.26.gml;true
grafo2993.23.gml;true
grafo2994.41.gml;false
grafo2995.20.gml;true
grafo2996.37.gml;false
grafo2997.23.gml;true
grafo2998.18.gml;true
grafo2999.26.gml;true
grafo300.13.gml;true
grafo3000.38.gml;true
grafo3001.40.gml;false
grafo3002.37.gml;true
grafo3003.40.gml;true
grafo3004.38.gml;true
grafo3005.58.gml;false
grafo3006.35.gml;false
grafo3007.27.gml;true
grafo3008.32.gml;false
grafo3009.17.gml;true
grafo301.17.gml;true
grafo3010.19.gml;false
grafo3011.30.gml;false
grafo3012.32.gml;true
grafo3013.23.gml;false
grafo3014.33.gml;false
grafo3015.35.gml;true
grafo3016.41.gml;false
grafo3017.20.gml;true
grafo3018.24.gml;false
grafo3019.39.gml;false
grafo302.17.gml;true
grafo3020.40.gml;true
grafo3021.25.gml;true
grafo3022.36.gml;false
grafo3023.34.gml;true
grafo3024.10.gml;true
grafo3025.27.gml;true
grafo3026.26.gml;true
grafo3027.26.gml;true
grafo3028.24.gml;false
grafo3029.32.gml;true
grafo303.11.gml;true
grafo3030.27.gml;true
grafo3031.16.gml;true
grafo3032.30.gml;true
grafo3033.38.gml;true
grafo3034.29.gml;false
grafo3035.36.gml;false
grafo3036.60.gml;true
grafo3037.23.gml;true
grafo3038.38.gml;false
grafo3039.27.gml;false
grafo304.15.gml;true
grafo3040.44.gml;true
grafo3041.36.gml;false
grafo3042.14.gml;false
grafo3043.36.gml;true
grafo3044.26.gml;true
grafo3045.35.gml;true
grafo3046.25.gml;true
grafo3047.33.gml;true
grafo3048.41.gml;false
grafo3049.20.gml;true
grafo305.16.gml;true
grafo3050.36.gml;true
grafo3051.20.gml;true
grafo3052.20.gml;true
grafo3053.42.gml;true
grafo3054.18.gml;true
grafo3055.36.gml;false
grafo3056.26.gml;false
grafo3057.34.gml;false
grafo3058.42.gml;false
grafo3059.35.gml;true
grafo306.18.gml;false
grafo3060.28.gml;false
grafo3061.32.gml;false
grafo3062.23.gml;false
grafo3063.91.gml;false
grafo3064.23.gml;true
grafo3065.17.gml;true
grafo3066.32.gml;false
grafo3067.34.gml;true
grafo3068.35.gml;false
grafo3069.88.gml;false
grafo307.13.gml;true
grafo3070.31.gml;true
grafo3071.23.gml;true
grafo3072.27.gml;true
grafo3073.11.gml;true
grafo3074.26.gml;false
grafo3075.72.gml;false
grafo3076.34.gml;true
grafo3077.72.gml;false
grafo3078.25.gml;true
grafo3079.27.gml;true
grafo308.14.gml;true
grafo3080.43.gml;true
grafo3081.23.gml;true
grafo3082.33.gml;false
grafo3083.27.gml;true
